Layer,Name,GEOID,Longitude,Latitude,"Uninsured rate (% of residents), 2015-2019","Homicide (crimes), 2017-2021","Major crime (crimes), 2016-2020","Violent crime (crimes), 2016-2020","Eviction rate (% of renter-occupied households), 2018","Severely rent-burdened (% of renter-occupied housing units), 2015-2019","Traffic crashes (number of crashes), 2021","High school graduation rate (% of residents), 2015-2019","College graduation rate (% of residents), 2015-2019","Unemployment rate (%), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Demographics, Non-Hispanic White (% of residents), 2016-2020","Population (residents), 2015-2019"
Census tract,Tract 2227,17031222700,-87.7101912,41.9154907,11.90755973,0.5,57.4,14,0.96,12.64,56,87.78307509,38.91537545,3.079947575,73256.20373,29940.82016,14.24087878,34.93064313,2564
Census tract,Tract 2228,17031222800,-87.7150953,41.9154349,20.45454545,0.2,30.8,10,0.78,17.82945736,26,86.32075472,41.66666667,6.927175844,53367.78562,29193.01564,15.69016882,27.57201646,1012
Census tract,Tract 2229,17031222900,-87.7200744,41.9155644,7.462686567,0.5,41.8,11,1.31,16.33986928,28,79.02973396,16.74491393,3.468208092,52929.71006,27433.2884,6.467661692,16.45933014,1005
Census tract,Tract 2301,17031230100,-87.7043655,41.912008,7.901234568,0.2,33,8.6,0,16.8591224,42,85.45303408,44.13965087,2.007648184,59997.25832,34405.37226,12.85537701,33.77142857,1620
Census tract,Tract 2302,17031230200,-87.7100991,41.9118582,18.20194863,0,61.8,20,0.24,23.1884058,45,67.00361011,22.38267148,9.756097561,60725.96996,23325.13676,11.86891054,24.71153846,2258
Census tract,Tract 2303,17031230300,-87.7149884,41.9117866,20.57613169,0.25,40.8,11.4,0,10.6741573,24,70.38834951,15.53398058,9.123434705,53292.47481,19984.94323,11.83127572,11.50341686,972
Census tract,Tract 2304,17031230400,-87.721552,41.9118202,22.91866029,5.86E-05,47.4,10.4,0.89,27.89317507,72.78972776,73.36578581,19.40194715,15.40540541,61156.62051,22319.57834,19.47368421,14.40860215,2090
Census tract,Tract 2305,17031230500,-87.7339434,41.9116892,14.78809739,0.243360194,175.2,37.8,0.48,39.97613365,181.0309608,49.15254237,10.55690073,9.725016767,25865.5507,15399.46955,35.46738804,4.131424854,3327
Census tract,Tract 2306,17031230600,-87.7339986,41.906155,26.21637092,3.209336426,331.6,96.6,0.83,22.91534055,335.9690392,64.30211789,10.9977035,18.17939135,43144.60835,18491.45562,22.91396455,10.28485346,6988
Census tract,Tract 2307,17031230700,-87.7215397,41.9063229,24.42418426,0.79995412,260,83.2,1.13,35.28205128,216.2102722,64.90174672,9.688864629,6.585612969,42395.74312,16632.02112,24.51154529,4.693652544,6252
Census tract,Tract 2308,17031230800,-87.714953,41.9058396,9.172077922,0.25,26.6,6.2,0.74,58.82352941,32,69.30555556,19.16666667,3.156146179,59002.30706,19291.23521,19.80519481,14.18803419,1232
Census tract,Tract 2309,17031230900,-87.7103505,41.9066918,13.99750416,1.6,131.8,38.2,0.71,17.86030062,103,76.50874224,25.04230118,2.029720913,58449.67422,32056.94785,21.97177165,24.40330136,4808
Census tract,Tract 2311,17031231100,-87.7150684,41.8992542,14.21528348,0.8,47.8,19.6,0,44.1025641,56,76.71052632,16.71052632,18.04384486,38450.94168,21807.25269,26.53399668,3.590944575,1217
Census tract,Tract 2312,17031231200,-87.7213153,41.8990614,14.59102091,8,412.8,186.4,0.96,35.74840764,321,64.14530978,15.32719582,14.04299584,35452.29859,17427.55784,28.24948421,1.544593921,6504
Census tract,Tract 2315,17031231500,-87.7186525,41.8917357,14.01718582,6.4,400.2,171.8,2.23,36.51202749,256,77.9453105,9.966777409,24.019245,32804.75237,17643.94383,34.42534909,1.579224425,5586
Census tract,Tract 2402,17031240200,-87.6701816,41.9124417,2.14329455,0,54.8,7,0.25,12.71820449,34,95.15287099,75.98806861,3.574329813,156995.4601,112590.7215,5.14390692,65.09048453,1633
Census tract,Tract 2403,17031240300,-87.67507,41.9123677,1.734104046,0,64.2,8,,12.19512195,37,97.74678112,87.76824034,1.25,133525.0053,100700.0993,6.172839506,78.70514821,1215
Census tract,Tract 2405,17031240500,-87.6836341,41.9119698,0,0,236,21.6,0.5,6.766917293,91,99.53964194,89.97442455,1.322051824,159306.7594,111438.7844,5.237113402,82.07122391,2425
Census tract,Tract 2406,17031240600,-87.6897111,41.9121341,4.579710145,0,61,11.4,0,29.26829268,42,94.80069324,63.25823224,3.495860166,108281.0339,63816.89532,17.53774681,61.12104949,1725
Census tract,Tract 2407,17031240700,-87.6945986,41.9120878,8.102345416,0.25,65.4,14.4,0.24,18.00486618,29,85.87360595,52.49070632,5.195911414,91929.04173,46786.04512,16.31130064,40.86538462,1876
Census tract,Tract 2408,17031240800,-87.6994802,41.9120742,16.48351648,0,45.4,11.2,0.56,30.42253521,38.24574761,90.35175879,59.49748744,5.168539326,57949.01644,42614.25054,21.28935532,42.60742899,1370
Census tract,Tract 2409,17031240900,-87.6986233,41.9048448,14.37308869,0.6,104.8,33.4,0.53,24.53825858,138,85.56430446,41.20734908,3.422053232,45310.58968,34910.2729,26.80937819,33.77416073,981
Census tract,Tract 2410,17031241000,-87.6945342,41.9079686,11.1627907,1.25,73.2,18.2,0.35,18.85813149,44,83.29015544,46.76165803,4.814522494,76349.25052,35825.67049,18.45515811,36.58914729,2097
Census tract,Tract 2411,17031241100,-87.6895801,41.9066403,9.260244811,0.4,127.4,26.6,0.27,14.79452055,57,95.89617678,58.29533497,4.34142752,85413.0656,41602.32782,21.10164981,52.60098808,3758
Census tract,Tract 2412,17031241200,-87.6846858,41.906707,2.362637363,0,82.8,12.6,0.19,11.06796117,55,89.80477223,68.61894432,1.297709924,113363.9832,67410.59988,6.538461538,67.43661972,1820
Census tract,Tract 2413,17031241300,-87.681025,41.9067716,2.244116037,0,75.8,8.2,0,14.04358354,25,96.92005242,75.0327654,2.806499261,164190.2942,85304.8726,6.929577465,69.77800202,1995
Census tract,Tract 2414,17031241400,-87.6753125,41.9060284,3.339416058,0.2,366.8,43.2,0.06,16.04215457,189,94.6420729,77.77777778,1.403157103,128169.452,75684.18181,10.85766423,71.7245139,5480
Census tract,Tract 2415,17031241500,-87.6709364,41.9083759,2.758867789,0.25,349,35.6,0,6.9828722,142,97.19464825,84.41950798,2.030685921,150603.5877,89199.8204,7.380867073,75.61221067,2791
Census tract,Tract 2416,17031241600,-87.6653277,41.9067097,6.120689655,0.25,151.8,26.4,0.18,6.333630687,87,93.75632805,74.3840702,3.003533569,107784.619,66154.71257,8.994252874,67.30827068,3480
Census tract,Tract 2420,17031242000,-87.6649536,41.8997371,3.275246693,0.2,137.2,16.6,0.32,11.58961368,97,94.53646477,73.89369592,2.948470653,123113.0206,57730.50902,14.38169221,52.55520505,4763
Census tract,Tract 2421,17031242100,-87.6698375,41.8996698,4.357976654,0.6,139.6,14.4,0,3.488372093,89,97.20257235,81.22186495,2.272727273,152262.5469,82820.67659,6.044098573,66.14214529,3855
Census tract,Tract 2422,17031242200,-87.6747188,41.8995893,2.615803815,0,98.6,13.6,0.28,14.69194313,69,97.42233972,79.54395241,1.186440678,131642.235,85358.9691,5.994550409,79.69489742,3670
Census tract,Tract 2423,17031242300,-87.6796003,41.8995065,1.194199602,0.2,134.8,12.8,0.11,9.247311828,64,97.96200345,74.33506045,0.683111954,100385.0667,71909.09488,5.884049611,79.61107837,3517
Census tract,Tract 2424,17031242400,-87.68449,41.8994219,5.313301576,0.5,75.2,9.2,0.21,11.31879543,61,94.6290396,73.55484752,2.85850405,101146.6606,62918.46918,10.89837997,85.3861518,2729
Census tract,Tract 2425,17031242500,-87.6893191,41.8994455,16.33592177,0.5,111.4,25.8,0.19,19.6969697,88,89.22742111,55.05984766,4.757998359,76795.8118,42570.7612,16.4797239,57.01078582,3477
Census tract,Tract 2426,17031242600,-87.694197,41.90056,8.086151521,0.8,176.8,47.8,0.22,18.16204459,89,88.75768758,57.81057811,3.163087638,66834.63129,44643.39954,16.04562738,55.08958456,5293
Census tract,Tract 2427,17031242700,-87.6993742,41.8974254,9.750297265,0.6,57.8,14.6,1.34,28.05343511,50,85.49618321,42.90076336,4.019138756,55597.40988,35501.09151,20.15457788,41.31455399,1682
Census tract,Tract 2428,17031242800,-87.6903237,41.892632,5.73719926,0,91.4,12.6,0.43,9.829059829,62,94.47236181,55.02512563,4.31372549,95133.46365,54412.59052,6.467661692,72.87721442,1621
Census tract,Tract 2429,17031242900,-87.6842896,41.8921955,4.65890183,0.6,72.4,16.6,0,11.08597285,67,96.80696662,75.68940493,0.373134328,107361.3935,66364.73427,4.208754209,61.92810458,1803
Census tract,Tract 2430,17031243000,-87.6793981,41.8922753,6.966086159,0,57.8,8.4,0,8.552631579,75,92.95227525,57.43618202,5.035128806,90544.80783,57848.24845,4.03299725,61.38706654,2182
Census tract,Tract 2431,17031243100,-87.6745068,41.8923546,4.441512753,0.25,89.2,16.2,0.68,19.00452489,49,89.25154755,64.09679235,1.599443672,117087.0951,70515.31454,6.948109059,43.22869955,2274
Census tract,Tract 2432,17031243200,-87.6696238,41.8924327,4.481132075,0,102.6,15.6,0.21,13.74207188,79,95.87301587,76.95238095,1.994680851,131467.2169,72181.6988,7.670454545,59.47056139,2139
Census tract,Tract 2433,17031243300,-87.6647388,41.8924781,8.994708995,0,102.8,16.8,0.5,14.07035176,55,90.6009245,68.00205444,0,105051.1548,68691.94436,10.7041107,69.04024768,2457
Census tract,Tract 2434,17031243400,-87.6598479,41.8925579,3.755703756,0.499962468,91.6,17.2,0.44,7.917888563,111.1171254,92.00171086,67.36526946,2.294455067,108855.9418,59811.63309,9.617409617,50.93896714,2849
Census tract,Tract 2435,17031243500,-87.6525172,41.8926536,2.054984726,0.250037532,185.2,20,0.29,10.70395371,226.8828746,99.0657324,79.34601268,6.284153005,136862.0166,97821.31707,5.276312136,60.45646242,3601
Census tract,Tract 2502,17031250200,-87.751073,41.9123508,15.77110956,1.2,124.2,30.4,1.85,21.40221402,161,76.10160705,19.07724209,6.885245902,50289.58886,26549.71228,14.09630147,3.832991102,2866
Census tract,Tract 2503,17031250300,-87.7608408,41.9128419,10.24990238,0.931311473,162.8,49,0.93,44.27570093,133.1775406,83.35005015,18.38849883,9.502055733,36213.89241,18721.63091,24.57693821,2.374378796,5122
Census tract,Tract 2504,17031250400,-87.7753942,41.912908,6.479345775,3.068688527,182.6,60,1.15,25.3440367,247.8224594,81.04412679,16.96706029,13.29595515,49069.76588,36099.33512,23.90438247,3.344909523,4769
Census tract,Tract 2505,17031250500,-87.796796,41.914618,4.101077051,0.25,137,24.6,0.74,3.988183161,226,89.72426471,42.16911765,8.315514374,102804.5591,43799.0699,5.523336095,33.65074919,7242
Census tract,Tract 2506,17031250600,-87.7706303,41.9056935,12.65286924,1.6,118.2,43.8,1.42,37.5,172,86.1257464,16.54373024,9.985666507,48988.09077,24988.33887,12.96912114,3.102897559,4252
Census tract,Tract 2507,17031250700,-87.7608128,41.9058206,11.50747986,2,233,92,1.32,37.84006595,225,87.20367066,12.51593168,6.96400626,37062.46492,22502.02143,22.78481013,0,5214
Census tract,Tract 2508,17031250800,-87.7514741,41.9061855,10.03433804,1.4,166.4,53.6,1.37,46.04810997,167,83.55582524,9.526699029,13.72053872,38450.94168,18082.01939,21.86188478,0.613732259,2621
Census tract,Tract 2510,17031251000,-87.7448924,41.8986945,16.43835616,0.8,93.2,34.4,2.45,53.98773006,184,84.25076453,6.26911315,15.90457256,31472.49353,17075.40025,39.62818004,0.702106319,1022
Census tract,Tract 2511,17031251100,-87.7520112,41.8986248,3.782997298,3.2,183.8,71.6,1.54,50.67996374,208,72.94703164,7.42979026,12.26954863,21148.54828,13343.80266,49.64583333,1.553642662,4811
Census tract,Tract 2512,17031251200,-87.760604,41.8985491,10.9797741,4.4,185,74.2,2.47,30.92783505,202,74.45672894,8.158597026,18.77133106,48379.24,18689.80945,17.20514841,0.773138944,3807
Census tract,Tract 2513,17031251300,-87.7703849,41.8984251,11.88534717,2.4,206,84.4,1.56,40.53208138,179,77.80470914,10.73407202,14.76906552,33585.43907,21175.06617,21.25030887,1.81122449,4047
Census tract,Tract 2514,17031251400,-87.7701248,41.8909574,7.470836436,2.2,209.8,65.8,1.9,22.44224422,175,80.58823529,19.89619377,4.645227157,35666.56314,23635.92644,20.26176693,13.43091936,4029
Census tract,Tract 2515,17031251500,-87.7603538,41.8911035,13.97973284,4.4,301.2,121.6,3.89,54.5540797,226,70.75369636,8.907320591,23.07692308,25386.10723,19406.85321,42.46417013,2.151706151,4342
Census tract,Tract 2516,17031251600,-87.7518037,41.8914065,13.21286083,3.8,224.2,100.6,1.08,47.65906363,113,80.59895833,7.8125,7.840342124,31821.46898,14730.15799,35.97747008,0.069767442,4261
Census tract,Tract 2517,17031251700,-87.7444793,41.8913844,14.21319797,1.8,132.6,61.2,2.35,22.35294118,174,86.10421836,15.75682382,5.123966942,56066.24619,22259.11755,14.55160745,3.090332805,1182
Census tract,Tract 2518,17031251800,-87.7478885,41.8841436,12.8490566,5.8,418.8,177.6,1.53,41.37931034,513,78.80952381,6.054421769,20.76738609,26127.54746,12679.79467,41.97881196,3.400966184,5300
Census tract,Tract 2519,17031251900,-87.7600945,41.8838116,13.53965184,6,376.4,163.6,4.2,40.73053067,322,86.15272196,7.489952503,20.32648763,22387.46414,14091.60718,45.57808456,3.422212891,4653
Census tract,Tract 2520,17031252000,-87.7698798,41.8836759,8.292491668,4.8,291.6,112.4,1.53,39.04761905,283,82.73748723,13.89172625,11.81292189,21130.51612,18551.91641,38.48265046,1.653892699,5259
Census tract,Tract 2521.01,17031252101,-87.7698551,41.8738808,18.81889764,0.460561944,106.4,46.2,2.14,39.88326848,208.4210219,83.43621399,19.34156379,6.962025316,18032.16575,30808.48555,40.86614173,1.086113266,1270
Census tract,Tract 2521.02,17031252102,-87.7598116,41.8765922,13.84032634,3.939438056,322.8,118.6,3.26,43.19029851,287.5789781,88.84892086,10.28776978,13.80160197,40837.55185,17419.07212,24.95629371,1.937383757,6864
Census tract,Tract 2522.01,17031252201,-87.7521051,41.8766958,12.89322109,3.2,207.8,86.4,2.8,42.21183801,130,76.71755725,12.59541985,14.22550053,34824.35493,21598.29171,22.66428252,4.902694611,2646
Census tract,Tract 2522.02,17031252202,-87.7445832,41.8767584,10.15265326,6.6,356.2,170.8,2.17,33.15266486,392,68.6482393,9.125331314,24.57627119,29811.41285,14526.50059,38.64792828,1.57354618,4127
Census tract,Tract 2601,17031260100,-87.7233302,41.8843707,10.3820598,1.5,152.6,58.4,1.71,34.60076046,194,65.36697248,10.77981651,19.01565996,15385.68025,15223.39076,47.17607973,7.5,1204
Census tract,Tract 2602,17031260200,-87.7282302,41.8843243,14.0625,2,161.4,65.4,5.19,25,189,79.25233645,8.411214953,15.56195965,37328.70454,14230.56093,25.70532915,0,960
Census tract,Tract 2603,17031260300,-87.7331362,41.8842766,12.29016787,0.4,99.2,38.4,1.64,37.42331288,110,66.13226453,5.711422846,20.06269592,24703.00637,14432.0969,34.71223022,1.181767023,1668
Census tract,Tract 2604,17031260400,-87.7380411,41.8842145,4.003407155,2.4,126,60,2.64,21.9941349,197,68.82022472,3.230337079,24.27616927,19888.41811,13555.94578,33.04940375,0.949913644,1174
Census tract,Tract 2605,17031260500,-87.7377282,41.8766639,6.241872562,4.080649528,176,91.4,1.79,40.47619048,205.9756429,62.44680851,3.829787234,17.98941799,35031.19448,15388.8624,40.96228869,0.173110214,1538
Census tract,Tract 2606,17031260600,-87.732867,41.8771076,12.53716551,3.119350472,172.6,77.8,2.12,40.47619048,187.0243571,64.13994169,4.664723032,36.06138107,28928.89745,12507.95874,48.87983707,1.859799714,2018
Census tract,Tract 2607,17031260700,-87.7279962,41.8770565,9.58657879,4.4,258.4,125.2,2.27,55.91939547,152,72.66331658,5.929648241,18,23571.22279,14508.46842,46.85440383,1.102265769,1669
Census tract,Tract 2608,17031260800,-87.7230964,41.8770848,11.60604822,5.6,219.6,111.2,0.87,55.23255814,246,82.87965616,6.59025788,22.60638298,22925.24697,19448.22112,56.35472007,5.713058419,2447
Census tract,Tract 2609,17031260900,-87.7228141,41.8710297,11.29737609,1.8,109.4,49,1.67,39.16666667,102,78.24175824,2.637362637,21.69312169,26214.52614,13250.45968,28.64431487,9.936575053,1461
Census tract,Tract 2610,17031261000,-87.7320094,41.8713379,10.14938489,1.6,170,86,2.73,38.8671875,141,83.39222615,8.833922261,12.54752852,35374.86635,16362.59935,29.64757709,0,2276
Census tract,Tract 2705,17031270500,-87.7177932,41.8762402,5.428796223,3.2,187.4,85,2.9,45.02074689,187,64.29495472,10.6080207,24.90494297,16516.40311,13990.83919,43.2304038,0,1271
Census tract,Tract 2712,17031271200,-87.7035621,41.8773597,8.295625943,2,137.6,57.2,0.95,44.76190476,117,75.08455468,10.59751973,15.21335807,34111.55403,14743.94729,35.29411765,4.634721131,1326
Census tract,Tract 2713,17031271300,-87.7084528,41.877304,3.333333333,1.4,112.8,46.8,2.35,29.41176471,101,78.01980198,13.66336634,17.38095238,26883.83771,23107.69006,52.25225225,0,1110
Census tract,Tract 2714,17031271400,-87.7133314,41.8772429,5.896226415,1.6,94.4,43.2,0.96,58.41346154,115,85.62176166,19.17098446,20.88353414,25510.21096,15920.28093,45.24564184,6.433224756,1272
Census tract,Tract 2715,17031271500,-87.7131559,41.8717861,4.256712508,0.75,81.8,39.4,1.72,39.17525773,56,89.46808511,20.74468085,8.878504673,39362.09641,19764.31438,30.25540275,3.657740039,1527
Census tract,Tract 2718,17031271800,-87.6984897,41.8714964,11.91780822,1.2,89.2,35,1.47,38.23529412,53,81.89910979,7.121661721,8.045977011,20102.68267,8952.439939,65.61643836,0,730
Census tract,Tract 2801,17031280100,-87.6428068,41.8853007,2.139930187,0.568523647,237.6,19.4,0.08,5.203190277,269.1149657,99.70044933,92.22832418,1.68730928,144669.9444,121693.7831,5.997273966,68.87732342,6603
Census tract,Tract 2804,17031280400,-87.6718846,41.8860094,3.785488959,1,114.6,29,1.55,28.34951456,83,81.09243697,21.74369748,10.39671683,41944.93897,25289.58211,36.84210526,19.91247265,1585
Census tract,Tract 2808,17031280800,-87.6889009,41.8785967,6.919060052,0.8,96.4,31,0.67,22.40802676,74,80.91353997,20.7177814,16.10169492,19174.55649,20199.20779,27.4151436,11.37206428,786
Census tract,Tract 2809,17031280900,-87.6851324,41.8786261,4.382022472,0.4,114,25.8,1.69,16.94915254,102,88.18181818,25.45454545,24.7311828,18635.71295,17690.61532,55.84269663,7.033248082,890
Census tract,Tract 2819,17031281900,-87.6426225,41.8792494,4.179392381,0.249883936,273.8,23.8,0.11,15.69069069,147.9312898,98.7939493,89.18642682,1.67850226,115728.3184,85652.78733,11.35770235,47.98828426,6221
Census tract,Tract 2827,17031282700,-87.6886812,41.8713668,4.814004376,0.8,126.4,33.8,0.68,25.9009009,116,92.71356784,44.22110553,13.79066478,78980.886,37243.84729,22.31947484,27.32615083,2285
Census tract,Tract 2828,17031282800,-87.6849136,41.8702682,4.231487243,0,67.6,19.8,0.22,22.60869565,72,94.25511198,60.27263875,7.39979445,61736.83196,43862.71284,22.5264468,31.53042409,1607
Census tract,Tract 2831,17031283100,-87.6640458,41.8692736,8.171571697,0,61.8,16.4,0.11,38.41201717,64.70065726,95.80193757,67.92249731,8.130601793,41054.99856,28711.45074,37.75829681,17.53477839,3194
Census tract,Tract 2832,17031283200,-87.6592024,41.869579,3.329223181,0.2,58,12.8,0.48,29.87951807,60,95.15962925,64.98455201,5.598243688,78024.1205,43891.35216,24.47595561,31.38424821,1622
Census tract,Tract 2838,17031283800,-87.6537547,41.8634168,5.207197383,0.8,92.2,22.2,0.53,21.26068376,61,92.26625625,62.67795306,11.67222487,81596.61075,44853.42124,17.63904035,30.57220708,3668
Census tract,Tract 2909,17031290900,-87.7324567,41.8624103,8.763287529,4.2,289.8,124.2,1.93,36.52085453,214,79.02938557,7.836153161,32.14747736,27092.79869,14636.81501,42.52604167,0,3857
Census tract,Tract 2912,17031291200,-87.7128746,41.8626611,11.15819209,2.4,138,61.8,0.97,44.49838188,105,78.87970615,18.18181818,17.82407407,23498.03341,14303.75031,52.304038,0.153139357,2124
Census tract,Tract 2916,17031291600,-87.6922159,41.8576415,13.65079365,0.25,29,9.8,0.53,19.47368421,21,74.14075286,24.0589198,0,57013.46525,21213.25194,14.71215352,26.97368421,945
Census tract,Tract 2922,17031292200,-87.7157306,41.8566665,18.23623304,2.614551508,181.6,88.6,2.75,50.64724919,123.6297933,79.29915639,13.43283582,21.91119691,36977.60767,18554.03784,45.65043895,2.690937871,2506
Census tract,Tract 2924,17031292400,-87.7223992,41.8552397,13.2,1.2,129.2,63,3.22,40.12875536,111,71.38461538,8.230769231,6.618531889,34567.66175,16938.56794,30,16.81132937,2000
Census tract,Tract 2925,17031292500,-87.7322428,41.8551613,14.7705146,3.6,230.8,105,2.43,39.81481481,181,76.97903295,19.25545571,14.79761115,43423.57657,18627.22722,29.81919332,1.978818283,3595
Census tract,Tract 3005,17031300500,-87.7219393,41.8474251,28.39506173,0.2,64,23.2,0.69,9.671848014,55,44.52709883,10.30818278,7.040229885,42516.6647,15421.74458,16.97530864,4.976727533,2916
Census tract,Tract 3006,17031300600,-87.7173343,41.8479904,22.16530055,0,76.6,24.4,0.86,33.04535637,79,60.54840515,14.71740347,10.17074981,46240.83729,15508.72326,26.38078902,3.228146536,3035
Census tract,Tract 3007,17031300700,-87.7124504,41.848072,27.39103491,1.8,99.4,43.4,0.54,19.01181525,76,44.18848168,13.05410122,10.53089643,43265.52994,14986.85117,25.27541052,1.377952756,4841
Census tract,Tract 3008,17031300800,-87.7075818,41.8481108,28.15656566,0.8,102.8,41,0.64,31.78893179,81,46.15384615,4.162895928,8.687727825,32210.75161,11335.86797,46.13636364,1.409514221,3960
Census tract,Tract 3009,17031300900,-87.7026993,41.8481796,28.53421738,1.5,113.8,33.8,0.4,25.6,111,43.83964693,7.06141964,3.835464147,30864.70348,14022.66066,29.5015502,6.324701195,4223
Census tract,Tract 3011,17031301100,-87.6979734,41.847029,30.89760938,0.868683897,55.6,21,0.88,12.30228471,170.0193878,57.84172662,14.74820144,8.266129032,33101.75275,17334.21487,25.34957149,11.59217877,2217
Census tract,Tract 3012,17031301200,-87.6914771,41.8484171,14.7837899,1,179.6,41.4,0.22,19.9556541,116,63.62843437,9.376362843,9.382022472,37399.77249,15309.30872,29.62962963,5.930382467,4417
Census tract,Tract 3016,17031301600,-87.712252,41.8407572,18.48184818,1.6,79.4,27.6,0.44,19.20821114,79,57.28542914,12.9740519,12.53148615,30213.42408,14102.21433,33.21462488,1.624933404,4242
Census tract,Tract 3017.01,17031301701,-87.7196254,41.8424805,21.5323646,0.8,84.4,28.2,0.57,4.822695035,89,60.57166877,6.935687264,7.134894091,32608.51998,17195.26112,34.55746367,9.782873872,3785
Census tract,Tract 3017.02,17031301702,-87.7195244,41.8388062,26.80301399,0,61.8,20.8,0.35,18.0385289,69,57.28704078,5.571255551,8.618199326,46428.58395,14390.72899,16.83960225,3.004291845,4645
Census tract,Tract 3018.01,17031301801,-87.7350492,41.8416617,24.24327354,0.4,74,18,0.14,13.28671329,95,62.04576043,9.914759982,8.864265928,39246.4784,17521.96153,20.26345291,1.081812035,3568
Census tract,Tract 3018.02,17031301802,-87.7277592,41.8451846,31.77433499,2,168.4,47.4,0.35,21.49046794,108,55.50550551,9.90990991,14.19009371,33810.31079,13111.50593,26.4084507,2.148579752,3421
Census tract,Tract 3018.03,17031301803,-87.7278708,41.8395497,22.7221343,1,73,31.8,0.51,10.78680203,96,64.06138473,9.136331192,7.965407374,34163.52909,16587.47106,18.17770744,3.467719199,4423
Census tract,Tract 3102,17031310200,-87.6442091,41.85631,7.082152975,0.25,49.4,11,0.25,17.81170483,163,86.43578644,47.18614719,6.966864911,79610.95109,39603.93957,16.48725212,34.41367118,1765
Census tract,Tract 3103,17031310300,-87.6489782,41.8561439,15.58996263,0.4,53.2,12.6,0.57,18.52551985,93,74.14916727,39.17451122,8.806818182,54740.35165,32189.5373,16.07047517,23.26811211,1873
Census tract,Tract 3104,17031310400,-87.6522613,41.8565069,9.486780715,0,23.6,6.4,0.28,6.552706553,25,87.72727273,57.72727273,0.868486352,86573.4885,44687.9496,6.531881804,36.28652215,1286
Census tract,Tract 3105,17031310500,-87.65474,41.855248,23.87659289,0,33.2,9.4,0,25.81521739,42,70.16460905,23.45679012,3.306878307,48174.52188,21677.84538,19.31589537,19.45606695,1491
Census tract,Tract 3106,17031310600,-87.6595637,41.856333,14.20417124,1.2,133.8,31.8,0.45,21.4513049,149,71.19129439,45.38946163,5.797101449,49956.52415,32179.99086,19.20965971,34.58158996,4555
Census tract,Tract 3107,17031310700,-87.6649061,41.8559903,17.63540291,0.2,39.4,12.2,0.27,24.66487936,53,68.39788732,26.84859155,7.006369427,61281.78496,27571.18144,22.06076618,25.18910741,1514
Census tract,Tract 3108,17031310800,-87.6685737,41.8559337,24.40624293,0.8,96,25.2,0.09,13.96648045,142,65.70289133,29.04619475,4.217854218,59411.7433,26286.65481,14.04659579,14.0917603,4421
Census tract,Tract 3109,17031310900,-87.6746741,41.8557716,12.96260786,0.25,77,23.8,0.27,30.86642599,123,65.81274779,26.77645624,7.662712408,44474.74576,23484.2441,21.36145733,18.22195465,5215
Census tract,Tract 3201,17031320100,-87.6209099,41.8850409,1.683650864,0.249975057,1141.2,99.6,0.37,23.21324245,637.869423,100,88.23789716,3.895246479,115795.1435,118111.7464,8.481845744,,13568
Census tract,Tract 3204,17031320400,-87.6172556,41.875817,9.301587302,1.000024943,1150.2,120,0,11.55234657,601.130577,99.21568627,94.01960784,11.30063966,179216.3918,68652.69789,11.01928375,62.15152509,3150
Census tract,Tract 3206,17031320600,-87.6165962,41.8705542,1.311981478,0.5,209.2,42,0.64,18.60589812,316,100,79.57679505,3.191204076,108325.584,77700.60223,10.25239679,62.81900275,5183
Census tract,Tract 3301,17031330100,-87.615523,41.8592947,2.857860372,0.5,533.4,83.6,1.13,16.63274746,797,96.62221187,76.96697921,0.115803815,122495.6841,99465.4263,5.745856354,,20087
Census tract,Tract 3302,17031330200,-87.6305315,41.8613456,6.194196429,0.2,145.8,21.8,0.5,15.889029,187,94.39826527,65.66678713,2.094522019,86330.58462,74919.40584,13.35377753,49.92315574,3599
Census tract,Tract 3403,17031340300,-87.6357881,41.8428058,7.253333333,0.249984749,21.8,6.8,0,21.6080402,25.99609241,60.38915914,23.3495483,4.722222222,35356.83418,23752.60516,29.76,8.720626632,1875
Census tract,Tract 3404,17031340400,-87.6320356,41.8418857,14.36634171,0,47.2,9,0.21,20.42553191,47,74.22252937,31.51347616,4.809437387,53307.32483,26095.72599,22.31913802,10,1949
Census tract,Tract 3405,17031340500,-87.6329169,41.8345181,4.274041483,0.5,84,27.8,0.16,24.6031746,73,70.54741712,26.44564379,9.358974359,25302.3107,24397.52026,40.47768699,43.90879479,1591
Census tract,Tract 3406,17031340600,-87.6325215,41.8274278,8.053007136,1.2,73.6,30.4,0,14.93975904,96,61.70634921,7.738095238,41.53005464,14452.25049,9778.737417,66.56472987,5.115830116,981
Census tract,Tract 3501,17031350100,-87.6079492,41.840259,3.330592105,0,60.2,9.2,0.26,27.47540984,76,99.64788732,75.20120724,4.092769441,47621.88904,37404.01535,26.60361842,6.167056987,2432
Census tract,Tract 3504,17031350400,-87.6283695,41.8419291,12.27892875,0.25,49.8,15.6,1.49,17.85714286,39,77.32300885,11.72566372,32.15384615,14506.34699,8598.160918,59.17129864,0.445986125,1979
Census tract,Tract 3510,17031351000,-87.6065282,41.8355675,13.79626797,0.75,236.2,46,1.9,22.75107092,133,97.15477997,58.19423369,5.139186296,47488.23887,41320.17747,31.47751606,3.534563653,3269
