Layer,Name,GEOID,Longitude,Latitude,"Uninsured rate (% of residents), 2015-2019","Homicide (crimes), 2017-2021","Major crime (crimes), 2016-2020","Violent crime (crimes), 2016-2020","Eviction rate (% of renter-occupied households), 2018","Severely rent-burdened (% of renter-occupied housing units), 2015-2019","Traffic crashes (number of crashes), 2021","High school graduation rate (% of residents), 2015-2019","College graduation rate (% of residents), 2015-2019","Unemployment rate (%), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Demographics, Non-Hispanic White (% of residents), 2016-2020","Population (residents), 2015-2019"
Census tract,Tract 101,17031010100,-87.6698316,42.0212564,7.868415203,1.75,164.8,44.8,0.8,31.18971061,93,88.27884022,47.96421962,6.576475009,34445.67945,30891.22137,32.38497444,44.25064599,4599
Census tract,Tract 102.01,17031010201,-87.6801484,42.0160077,11.78605026,0,168.4,37.4,0.83,34.28988327,143,80.32949583,32.23501389,3.048596438,48410.00075,22138.19597,37.22617928,30.04807692,7455
Census tract,Tract 102.02,17031010202,-87.6733216,42.0160507,21.76105508,0.755589614,330.8,48.6,0.68,29.98859749,108.6483953,79.03145282,33.05042436,5.802968961,44004.84873,22048.03514,22.73972603,28.88395688,2896
Census tract,Tract 103,17031010300,-87.6665351,42.0159407,13.42318059,0.744410386,154.6,30.6,0.24,22.93801855,86.35160475,89.80769231,40.36538462,4.75638051,43754.51984,34638.7297,12.92003594,49.600652,6485
Census tract,Tract 104,17031010400,-87.6588157,42.0064109,6.982543641,0.25,117.6,21,0.64,28.35249042,127,96.22499056,64.66591166,7.04674221,42110.41061,24067.6377,21.43637357,67.70652802,5213
Census tract,Tract 105.01,17031010501,-87.6639583,42.0094119,11.54785156,0.4,90,16.4,0.63,24.40331223,53,96.46311971,56.34824667,7.689655172,42142.23208,34115.79689,16.69921875,49.39341421,4102
Census tract,Tract 105.02,17031010502,-87.6633273,42.0045173,11.42764649,0,66.2,8.2,0.57,27.89943228,55,93.87012987,54.12987013,3.272186415,41779.46734,28735.8472,31.16754617,51.82432432,3089
Census tract,Tract 105.03,17031010503,-87.6631262,42.0003207,2.957589286,0,87.8,14.4,0.11,27.93103448,100,80.93699515,36.34894992,7.913669065,19640.21065,25245.03205,48.28349945,68.47440446,1806
Census tract,Tract 106,17031010600,-87.667683,42.0062774,20.51981389,1.5,172.4,35.6,0.22,28.2152231,65,90.344211,52.23513634,6.27624825,53971.33282,36308.2961,27.69132039,53.88967468,6395
Census tract,Tract 107.01,17031010701,-87.6786204,42.0091482,13.86740331,0,67.8,10,1.02,33.12182741,87,92.65578635,48.18249258,3.86717108,63820.07746,37513.26906,12.90055249,42.56035935,3620
Census tract,Tract 107.02,17031010702,-87.6727257,42.0090199,13.93054459,0.4,87.2,22.2,0.56,25.70180911,143,81.74500966,40.85640695,3.46981263,47289.88505,24901.36019,22.79353822,25.83989249,5082
Census tract,Tract 201,17031020100,-87.6871169,42.015721,16.41791045,0.5,100.8,18,1.78,19.71496437,147,81.63265306,39.60695389,5.965770171,51806.41221,34822.2335,15.33996683,25.12025655,3618
Census tract,Tract 202,17031020200,-87.6995191,42.0156903,12.26608187,0.25,73.8,8,1.49,34.89361702,196,84.06708595,49.70882833,6.07175713,99829.25176,38643.99193,11.15497076,41.63323782,6840
Census tract,Tract 203.01,17031020301,-87.7051865,42.0068651,8.22808321,0.25,53.4,4.4,0.53,16.28318584,80,90.39238315,58.10732833,5.30814215,60432.15173,34491.29022,14.06017831,78.88746099,5384
Census tract,Tract 203.02,17031020302,-87.6949634,42.0085406,6.292087542,0.25,95.8,11.2,0.29,21.22093023,88,94.03617863,52.40248728,7.525083612,82205.46152,39505.29302,14.21041535,68.62783425,5137
Census tract,Tract 204,17031020400,-87.6859118,42.008488,9.593228309,0,96.2,14.2,0.8,19.57390146,109,88.90356671,53.03830911,4.037399065,69919.19235,39937.00428,16.42249527,35.67688856,4258
Census tract,Tract 205,17031020500,-87.6841982,42.0013129,18.1985013,0.25,108.4,25.4,0.71,14.53376206,192,68.66427516,27.36864317,13.13442018,47653.71051,20075.10406,22.49579446,12.45551601,6775
Census tract,Tract 206.01,17031020601,-87.7018025,42.0008746,10.92720307,0.2,126.6,24,0.47,43.08560677,111,86.94139684,44.39389885,14.19650291,40494.9407,21415.84862,35.38697318,65.57591623,6525
Census tract,Tract 206.02,17031020602,-87.6936373,42.0013156,16.04210526,0.25,103.8,18.2,0,23.15521628,116,84.3539823,45.02654867,4.353932584,60508.52326,23921.25895,22.56842105,45.71483107,4765
Census tract,Tract 207.01,17031020701,-87.7036897,41.9868915,4.609544469,0,52.2,7.8,0,33.78378378,95,92.13649852,52.00296736,6.08365019,103154.5953,46642.84851,8.622559653,68.76417234,1844
Census tract,Tract 207.02,17031020702,-87.7048939,41.9941256,7.341961175,0.8,102.8,16.8,0.36,30.19441069,237,76.61069895,27.45021476,9.053610503,52152.20551,19710.21788,21.78944749,43.9589578,8226
Census tract,Tract 208.01,17031020801,-87.6944149,41.9868081,13.91093117,0.25,82,13.4,0.25,30.36605657,145,74.4756805,30.34359661,5.9375,57333.80137,29279.99432,14.21862348,39.78494624,6175
Census tract,Tract 208.02,17031020802,-87.6946306,41.9940592,14.31102113,0.5,156,33.2,0.5,36.13707165,260,72.73593899,25.41468065,8.287866978,49025.21582,19915.99672,32.77855419,26.88612933,7916
Census tract,Tract 209.01,17031020901,-87.6864264,41.9950577,16.75060926,0,132.2,32.4,1.15,27.02290076,140,79.1572611,36.41835967,2.869955157,55426.63466,22644.15732,26.26098275,24.23695438,6155
Census tract,Tract 209.02,17031020902,-87.6786971,41.9942499,13.87371641,0.5,107,20,1.05,25.4259502,134,76.16595136,23.54792561,5.938697318,41881.29604,19521.4105,30.39108586,37.48031496,4848
Census tract,Tract 301.01,17031030101,-87.655042,41.9913475,10.15085656,0.2,53.2,12.8,1.07,24.4648318,58,90.30794165,48.97893031,7.458563536,51133.9185,33972.60028,15.11122475,36.77130045,3911
Census tract,Tract 301.02,17031030102,-87.6550225,41.9930264,6.227630637,0,61.2,10.6,0.58,21.71381032,53,95.68579569,55.71835572,5.455481215,44680.52459,45626.68293,17.72287863,41.97994987,2841
Census tract,Tract 301.03,17031030103,-87.6551527,41.9955241,4.058876004,0,36,6,0.46,13.56707317,43,94.16809605,66.98113208,9.333333333,61505.59595,32798.38807,15.28751753,51.20481928,2242
Census tract,Tract 301.04,17031030104,-87.6559864,41.9972773,9.234828496,0.5,21,3.2,0.48,33.01435407,38,88.22704975,45.76033637,12.73062731,38173.03418,22306.84975,29.44983819,56.35036496,3411
Census tract,Tract 302,17031030200,-87.66523,41.9944414,3.865073788,0,154.6,18,0.31,22.41910632,136,93.41611996,62.83973758,5.286222953,78953.30739,50988.60046,11.64792691,67.61043834,5702
Census tract,Tract 303,17031030300,-87.6725348,41.9943875,13.00191205,0,51.4,8,0.66,20.20872865,85,84.60661345,37.32421133,4.577464789,43604.95894,30693.92826,21.62676823,36.94250403,3676
Census tract,Tract 304,17031030400,-87.6720788,41.9869515,8.969973394,0,32.4,6.6,0.61,16.30170316,114,91.01599247,62.13546566,5.206564799,60991.14887,48905.35495,10.52831623,52.83960092,2631
Census tract,Tract 305,17031030500,-87.6649359,41.987226,4.104028863,0,119.2,19.2,0.27,17.98274718,202,88.66481224,61.70027816,2.238957867,96477.39036,55085.08423,7.749356743,61.76128093,6786
Census tract,Tract 306.01,17031030601,-87.6549042,41.9888802,11.82592242,0.053787246,53.6,12,0.46,15.53323029,104.8541352,78.41967946,44.16697726,2.880434783,36977.60767,30504.06016,14.53800063,37.37754333,3353
Census tract,Tract 306.03,17031030603,-87.6583979,41.9854762,14.77178423,0,64.6,12.2,0.23,21.46676853,71,93.78418697,52.26255594,3.159173755,44612.63879,40822.70183,19.07345576,45.69002123,2410
Census tract,Tract 306.04,17031030604,-87.6525371,41.9856608,8.53042785,0.196212754,26.4,7.4,0.6,25.36231884,127.1458648,94.71864194,61.14429425,3.61856109,50383.99255,44779.17114,22.56178581,50.90296908,3763
Census tract,Tract 307.01,17031030701,-87.6579659,41.9827453,9.472259811,0,40.4,9.2,0.97,20.8913649,23,86.2244898,44.60641399,6.837606838,41860.08172,34365.06506,23.00405954,42.93193717,1625
Census tract,Tract 307.02,17031030702,-87.6548217,41.9806894,5.744007237,0,10.4,1.6,0.51,17.5170068,3.122312772,96.52087475,68.29025845,4.368932039,61838.66066,67379.83913,13.79466305,52.46598639,2211
Census tract,Tract 307.03,17031030703,-87.6578708,41.9788748,7.329487615,0,93,14.2,0.38,22.94339623,54,86.8280673,54.28805909,2.98102981,46197.34794,46972.73107,22.80285036,57.29818781,2947
Census tract,Tract 307.06,17031030706,-87.6509792,41.9804694,11.98594025,0,103.8,8.6,0.7,31.58717748,60.87768723,95.64882557,53.09973046,10.38083538,46153.8586,52204.18057,10.54481547,55.04686373,2845
Census tract,Tract 308,17031030800,-87.664188,41.9799123,1.754825771,0,155.2,16.8,0.19,11.25581395,90,94.52835566,75.97606156,3.150211295,101497.7574,64998.53253,8.247681123,68.83116883,4169
Census tract,Tract 309,17031030900,-87.6714454,41.9797951,7.933461292,0,68,7,0,13.46704871,117,92.21913458,68.59865026,4.045692527,113653.5586,66313.81992,8.957133717,69.11234851,3126
Census tract,Tract 310,17031031000,-87.6711094,41.972437,8.560411311,0,77.6,9.4,0.25,17.04918033,116,94.45843829,65.36523929,4.632532219,87935.44737,58794.4068,7.712082262,62.80218352,3907
Census tract,Tract 311,17031031100,-87.6638662,41.9726684,4.655172414,0.6,87.6,13.2,0.48,13.89385808,112,93.47389558,67.52008032,4.280045351,83607.72759,51468.04392,10,72.7154047,4720
Census tract,Tract 312,17031031200,-87.657341,41.9727092,14.62691484,0.5,183.2,51.4,0.7,22.58064516,130,73.42863149,35.27433256,3.580862929,43901.95932,28003.95342,26.66776478,29.478749,6359
Census tract,Tract 313,17031031300,-87.6465298,41.9737646,9.80740336,0,60.4,11,0.14,18.7804878,99,89.27017883,49.79861447,1.988360815,41435.79547,36034.63147,24.01311296,47.38327347,7775
Census tract,Tract 314,17031031400,-87.6424095,41.9584475,4.88006617,0,161,30.2,0.8,20,236,96.11716621,77.40690282,1.826753094,74501.48388,63442.4627,11.04218362,68.86363636,4964
Census tract,Tract 315.01,17031031501,-87.6524344,41.9672885,10.5734767,0,87.2,21.4,0.51,23.23809524,51,80.96906013,43.49095155,4.801477378,39158.43901,24251.14151,37.46088511,32.26950355,4474
Census tract,Tract 315.02,17031031502,-87.6523656,41.9636326,17.01849837,0.4,78.6,16.8,0.79,18.80216004,55,86.57351154,46.05103281,3.696498054,30127.50611,27012.1843,32.15211755,34.81781377,4628
Census tract,Tract 317,17031031700,-87.6631954,41.9654466,4.666166542,0.75,145,31.4,0.59,29.51781971,81,93.32445797,58.5964245,3.852459016,59875.27603,44486.41363,29.89613127,66.11837274,6785
Census tract,Tract 318,17031031800,-87.6706209,41.9670114,6.934886183,0,31.2,2.6,0,18.13084112,64,96.79572764,73.89853138,3.632478632,89904.13558,65728.30489,5.461293743,61.74089069,1889
Census tract,Tract 319,17031031900,-87.6701841,41.963374,3.870211102,0,56.4,7.6,0,11.51079137,50,93.04520616,70.64083458,6.038135593,73470.46829,59792.54021,8.639562158,72.65961614,2558
Census tract,Tract 321,17031032100,-87.6530179,41.9581538,6.85147946,0.25,185.6,26.8,0.55,19.57344341,159,94.31043088,59.25802695,6.243496358,68630.42286,56442.80024,22.24935363,64.37343009,7106
Census tract,Tract 401,17031040100,-87.6829955,41.9854807,7.948523846,0.6,84,10.2,0.12,10.96224117,119,92.63428755,62.81762625,0.900900901,102324.0549,51463.80106,9.38682816,66.72597865,4139
Census tract,Tract 402.01,17031040201,-87.6940005,41.9725804,4.490754329,0.25,117.6,18.6,0.16,16.56804734,142,91.92650334,57.77654046,1.7310253,77936.0811,44233.96331,4.872321691,65.16363636,6814
Census tract,Tract 402.02,17031040202,-87.694096,41.9798549,18.13541107,0.4,148.6,24,0.28,26.94444444,120,86.92489544,43.09874523,7.50492126,50242.91737,29918.54513,17.36969371,37.72721153,7634
Census tract,Tract 403,17031040300,-87.7019748,41.9768011,7.437150838,0,64.2,13.4,0,17.70573566,81,87.80487805,48.60310421,13.12056738,93475.56512,42310.88587,10.97090782,53.44585091,2953
Census tract,Tract 404.01,17031040401,-87.6860816,41.9720667,5.138461538,0,66,6.6,0.19,5.283018868,50,94.22859298,73.14221049,6.043228937,111503.488,65910.74798,2.872143298,63.39337594,3250
Census tract,Tract 404.02,17031040402,-87.678818,41.972545,4.384943733,0,125.4,8.8,0.06,9.581564585,66,98.93701834,79.03268669,2.537796976,92790.34282,65467.36884,3.677758319,79.06588824,5154
Census tract,Tract 406,17031040600,-87.6840181,41.9668338,11.89106252,0,56.6,6.2,0.13,15.01976285,60,99.0103909,84.11677387,1.855779427,95641.54644,61067.5204,5.178365938,72.10626186,2607
Census tract,Tract 407,17031040700,-87.6940868,41.9668044,5.909752547,0.25,81.4,15.6,0.23,19.36989498,63,92.24689499,69.3639443,3.122171946,91354.13385,56139.43557,6.555458004,79.57831325,3435
Census tract,Tract 408,17031040800,-87.6922993,41.9631612,3.841309824,0,29.2,3,0.24,13.27014218,44,92.72986458,66.64290805,2.614379085,90772.86169,55302.53093,5.478589421,72.86678944,1691
Census tract,Tract 409,17031040900,-87.6838544,41.9631847,8.245798319,0,60.4,6.6,0.33,16.72240803,36,98.04941482,80.10403121,4.205946338,81940.28261,66908.88139,7.037815126,82.81767956,1904
Census tract,Tract 501,17031050100,-87.676373,41.9578451,2.631578947,0,39.6,4.6,,9.256449165,48,93.88246628,78.46820809,2.588105727,120234.2384,70849.43996,3.997066373,81.42655367,2736
Census tract,Tract 502,17031050200,-87.6837168,41.9577405,0.765907306,0,109.2,11,0,11.12582781,93,93.26160815,71.63080408,4.005621926,100578.117,72690.8423,4.045561665,72.82803003,5092
Census tract,Tract 503,17031050300,-87.6915186,41.957678,4.550946436,0.2,36.4,4,0.58,15.28046422,94,96.8499733,65.72343833,3.446115288,84742.69332,62690.41532,8.215867902,63.68627451,2483
Census tract,Tract 505,17031050500,-87.6835073,41.9504474,2.113628678,0,90.8,10.2,0,9.523809524,102,97.07080998,82.62862965,2.015327846,172489.3333,80228.28758,3.504593399,82.16883776,5914
Census tract,Tract 506,17031050600,-87.6761813,41.9505466,1.25,0,60.2,5.6,0,11.39534884,62,100,81.05065666,2.348336595,123674.1392,92555.92467,7.083333333,92.88337925,2160
Census tract,Tract 507,17031050700,-87.6760595,41.945071,1.894374282,0,19.2,1,,10.2739726,17,97.42930591,84.66152528,1.524663677,142754.292,78168.37783,3.55912744,91.42857143,1742
Census tract,Tract 508,17031050800,-87.6809279,41.9450095,2.567760342,0,17.4,2.2,,5.93220339,16,99.28352098,74.41146366,5.685618729,123560.6426,76310.00404,2.42510699,67.77996071,1402
Census tract,Tract 509,17031050900,-87.685778,41.9449466,3.253182461,0,18,2,,5.050505051,41,94.03131115,68.6888454,3.13549832,110049.2469,59116.86435,4.879773692,69.14600551,1414
Census tract,Tract 510,17031051000,-87.6857317,41.9413024,4.264625478,0.25,55,4.4,,10.50847458,33,93.99844115,73.03195635,0.640439158,133915.3486,66249.11626,2.24166211,66.34885025,1829
Census tract,Tract 511,17031051100,-87.6808266,41.9413652,4.272517321,0,30.8,2.2,0.36,9.818181818,25,93.71633752,75.0448833,0.601202405,153803.7667,73631.69707,4.849884527,69.3956044,1732
Census tract,Tract 512,17031051200,-87.6759521,41.9414214,0.738255034,0,27.4,4,0,8.227848101,22.02053273,95.72953737,83.98576512,1.888667992,150562.2197,87793.31148,2.356902357,81.2540823,1546
Census tract,Tract 513,17031051300,-87.6758403,41.9359961,1.659177325,0,35.6,2.2,0,22.33676976,43.97946727,99.15042479,87.80609695,1.095290252,200153.8577,100926.0317,2.246802627,70.20115922,2893
Census tract,Tract 514,17031051400,-87.6809905,41.9357489,3.725205612,0.25,47.2,4,0.29,11.98830409,70,95.20219328,69.5681974,4.722638681,130695.0159,76422.43989,11.23974916,66.71171171,2073
Census tract,Tract 601,17031060100,-87.6666112,41.9575311,3.776794828,0,47.8,4.2,0.16,15.82278481,81,95.750845,77.88507967,1.728653745,100555.842,78252.17436,1.837359646,72.53136057,2939
Census tract,Tract 602,17031060200,-87.6715175,41.9579036,12.67793594,0,37.6,1.8,0.64,16.47361647,75,93.81088825,73.58166189,2.529411765,88673.70545,81419.47124,11.65480427,77.90963031,2248
Census tract,Tract 603,17031060300,-87.6713317,41.9506061,7.186648501,0,43.2,6.2,0.15,4.258443465,53,97.98973482,77.67322498,1.79245283,119409.0016,84250.52126,1.260217984,70.56202879,2936
Census tract,Tract 604,17031060400,-87.6665364,41.9506732,3.043590405,0.25,98.4,8.6,,16.09195402,71,98.90607318,83.70426254,5.186020293,140166.1458,84411.75004,7.921304685,84.47626225,3877
Census tract,Tract 605,17031060500,-87.6605008,41.95272,1.169590643,0,25,4.8,,13.67521368,45,78.02419355,53.93145161,3.370786517,40912.86266,59595.2471,26.23224728,70.64071371,1197
Census tract,Tract 608,17031060800,-87.6426489,41.953959,3.123135071,0,40.4,5,0.37,11.59777915,84,99.3140965,82.37937559,3.881219067,92867.77506,67706.53954,5.062537225,66.73684211,5037
Census tract,Tract 609,17031060900,-87.6417784,41.9515166,6.171146462,0,154.8,20,0.07,8.593208593,110,96.73179396,76.48312611,0.500086222,67472.12139,65215.97924,5.787164015,80.05869406,7292
Census tract,Tract 610,17031061000,-87.6519703,41.9492206,2.543142598,0,60.6,9.6,0.25,17.15006305,61,99.4140625,89.77864583,2.977801841,117462.5884,72432.02768,13.98728429,72.57194245,2202
Census tract,Tract 611,17031061100,-87.6568035,41.9491398,3.435672515,0,67.4,11.6,0,1.794871795,55,99.34711643,89.11860718,0.43554007,124634.0868,77795.00592,4.459064327,81.55136268,1368
Census tract,Tract 612,17031061200,-87.6616427,41.9490599,5.175600739,0,34,5.6,0.22,10.58315335,36,98.13278008,85.82295989,1.849405548,146378.7573,85423.67275,7.994454713,73.29939843,2164
Census tract,Tract 615,17031061500,-87.6615447,41.9452818,2.2,0,34.8,2.4,,7.761732852,36,99.53673064,83.1237591,2.329858982,130901.8555,82240.46514,6.1,81.17991224,2000
Census tract,Tract 618,17031061800,-87.6471132,41.9464895,7.77385159,0,61.6,7,0.36,13.41681574,26,99.56756757,77.18918919,4.81444333,76698.22596,43976.20941,10.29411765,66.85592619,1415
Census tract,Tract 619.01,17031061901,-87.6434599,41.9432367,4.037800687,0,99,10,0.19,22.21506761,60.29588259,98.1987992,80.42028019,2.999638598,69882.0673,58425.27776,9.049255441,67.08037825,3492
Census tract,Tract 619.02,17031061902,-87.6358414,41.9431822,12.81781887,0,36.6,4.8,0.25,14.70439616,133.7041174,99.14485618,70.87328323,7.79969651,81454.47486,71981.22354,9.770960286,76.62253093,4759
Census tract,Tract 620,17031062000,-87.6470786,41.9425769,1.75090849,0,203.6,28.2,0.27,21.13309353,76,100,88.92857143,2.230046948,81910.58258,63279.11249,4.195573175,80.99443899,3027
Census tract,Tract 621,17031062100,-87.6517704,41.9426914,4.379365932,0,218.6,39.8,0.24,14.14868106,99,97.44065282,81.45400593,4.001356392,96989.71601,72198.67025,13.22737069,80.35040431,3722
Census tract,Tract 622,17031062200,-87.656644,41.9425847,2.476572959,0,142.2,19,,17.42543171,48,97.59773905,86.62270372,2.408563782,135879.794,74322.22294,11.91432396,79.70479705,2988
Census tract,Tract 623,17031062300,-87.6614432,41.9416278,1.44200627,0,17.4,2,,3.75,21,98.58356941,89.5184136,1.396648045,149089.9464,125292.7912,3.824451411,77.5990099,1595
Census tract,Tract 624,17031062400,-87.6662882,41.9415556,0.636537237,0,30.6,3.2,0,22.85714286,38,93.69951535,81.66397415,2.173913043,142026.6411,112850.5969,5.474220242,85.36423841,1571
Census tract,Tract 625,17031062500,-87.6711073,41.941488,1.4781491,0.25,95.2,5.8,0.3,13.73134328,58,98.86363636,87.06293706,4.829308909,159361.9166,100445.5275,11.43958869,76.26582278,1556
Census tract,Tract 626,17031062600,-87.6709843,41.9359751,0.85995086,0,35.8,3.4,0,8.959537572,81,98.38032394,88.42231554,3.344051447,174260.7284,104282.136,2.088452088,75.06152584,2442
Census tract,Tract 627,17031062700,-87.6661103,41.9360862,1.374916164,0,94.8,9.6,0.2,10.6,100,94.43892751,80.03972195,1.149425287,183344.6971,89498.94221,6.016806723,83.17631225,2982
Census tract,Tract 628,17031062800,-87.6612648,41.9361586,2.456647399,0,73.2,4.8,0,12.46753247,70,98.59909353,87.72146683,1.948796332,166399.7649,101827.64,5.59258186,86.0877142,3460
Census tract,Tract 629,17031062900,-87.6564113,41.936237,2.828706129,0.2,109,13.8,0.39,13.69334619,52,99.49910555,86.15384615,2.024974688,139908.3919,92811.55713,7.674174961,77.6802341,3818
Census tract,Tract 630,17031063000,-87.6515617,41.9363102,3.009259259,0,215.6,27.6,0.18,11.60714286,94,96.94928685,86.37083994,1.877761414,101719.447,72413.99552,9.606481481,73.16029663,3456
Census tract,Tract 631,17031063100,-87.6467799,41.9382319,3.08310992,0,79.6,9.2,0.33,14.44082519,85,99.25834363,88.56613103,4.469273743,96501.78682,76282.42543,8.981233244,84.49545258,2238
Census tract,Tract 632,17031063200,-87.6346726,41.9389231,2.251238181,0,175.2,14,0.15,16.19744059,144,98.02442529,78.82543103,4.676258993,76856.27259,76930.52268,8.878504673,80.85918854,6745
Census tract,Tract 633.01,17031063301,-87.643024,41.9345408,1.608775137,0.25,36.4,3.4,0.19,9.683666882,40,97.66376546,78.97388914,1.063829787,64025.8563,68990.00546,13.93053016,67.07692308,2735
Census tract,Tract 633.02,17031063302,-87.639854,41.9347647,4.688681623,0,33.6,3,0.27,13.06425916,34,100,88.64535769,0.79138968,86594.70281,73209.53224,8.318628687,75.66589087,3967
Census tract,Tract 633.03,17031063303,-87.6346613,41.9347312,1.609010459,0,34,6,0.19,43.24324324,25,99.49958299,75.31276063,4.590163934,97851.0171,99530.12995,4.827031376,82.67241379,1243
Census tract,Tract 634,17031063400,-87.64673,41.9346596,1.760130986,0,158,15.4,0.13,5.498721228,60,99.55030916,85.77852726,0.811770675,112154.7674,74437.84095,6.672124437,79.9847793,2443
Census tract,Tract 701.01,17031070101,-87.6323247,41.9295225,4.478764479,0.25,101.6,9.6,0.12,22.45657568,160,98.84792627,84.95720869,7.660060976,80406.48781,79625.8011,15.23809524,83.67983368,3885
Census tract,Tract 701.02,17031070102,-87.642202,41.9305829,5.588963566,0.25,97.2,6.6,0.56,16.86661962,54,98.4972091,85.57320739,1.668806162,75706.45684,91025.31201,4.987619385,75.89864467,2918
Census tract,Tract 701.03,17031070103,-87.6426051,41.926811,1.344743276,0,32.4,2.6,0,13.78091873,29,98.33916084,79.8951049,1.223902088,64828.81803,53457.94645,9.7799511,75.01701838,1636
Census tract,Tract 702,17031070200,-87.646293,41.9290777,2.434226703,0,149.8,13,0.47,18.84858044,125,97.89473684,79.00928793,2.173207914,97292.01996,79981.14084,10.38863976,76.90140845,4216
Census tract,Tract 703,17031070300,-87.6513102,41.9290463,3.082003302,0,148.6,14,0.2,11.12244898,90,99.11764706,91.39705882,3.086636268,154710.6786,94704.93454,7.457347276,85.7334406,3634
Census tract,Tract 704,17031070400,-87.6561563,41.9289672,1.269438274,0,76.2,7,0.12,11.64936563,65,92.16261526,73.76362112,0,121878.3476,115945.7651,10.79022533,85.07781507,3151
Census tract,Tract 705,17031070500,-87.6608922,41.9289455,1.684867395,0,79.6,6,0,24.90272374,41,95.84476676,75.53900431,4.92653414,162130.3844,111166.1804,4.243369735,82.86240786,3458
Census tract,Tract 706,17031070600,-87.6656766,41.9287627,1.516990291,0,81.4,8,0.25,22.27848101,66,98.4,89.31764706,2.312992126,181117.1943,107922.512,3.276699029,88.62329803,3296
Census tract,Tract 707,17031070700,-87.6738022,41.9292624,2.14745884,0,174.8,14.2,0.62,5.445544554,172,96.45343056,76.33410673,1.303052867,128662.6848,85270.9297,14.57885946,64.89690722,4191
Census tract,Tract 710,17031071000,-87.6559114,41.9217011,4.574881312,0,70.6,6.4,0,17.04545455,40,99.7281131,89.94018488,5.72755418,156510.713,57534.27663,10.45081967,78.97022333,4634
Census tract,Tract 711,17031071100,-87.6510614,41.9217778,3.211549794,0,147.4,23.6,0,20.03546099,82,100,92.44004171,3.410581548,170416.695,96198.42215,6.728458634,74.59523109,3394
Census tract,Tract 712,17031071200,-87.6462106,41.9218547,1.840490798,0,169.6,21.6,0.23,5.336426914,65,98.74301676,80.79608939,0.62992126,121224.9468,88507.1731,12.62781186,82.44734203,1956
Census tract,Tract 713,17031071300,-87.6414578,41.9217794,4.38718663,0,112.4,8.6,0.21,16.61538462,53,100,94.18206708,2.251935257,130066.0116,101548.6718,8.915718598,75.90223847,4308
Census tract,Tract 714,17031071400,-87.6295259,41.9227255,0.706436421,0.25,175,10.4,0.13,13.73056995,132,97.14912281,82.23684211,2.275806015,124262.8364,100153.8307,13.10832025,82.01280512,5096
Census tract,Tract 715,17031071500,-87.6250924,41.9142425,2.990140617,0,334.4,24.8,0.16,11.24513619,298,99.38259695,88.59733745,1.945355191,105551.8126,92217.55638,4.784224988,85.35000812,6187
Census tract,Tract 716,17031071600,-87.6411828,41.9164725,1.410658307,0,29.2,4.4,,5.841924399,9,98.33836858,79.00302115,2.766798419,155958.0802,98232.87473,9.926854754,75.03797468,1914
Census tract,Tract 717,17031071700,-87.6410718,41.9128666,4.491017964,0,43.6,6.6,0.38,7.279693487,23,99.18566775,80.86319218,1.395348837,199005.1027,98637.00739,2.335329341,73.98273736,1670
Census tract,Tract 718,17031071800,-87.645966,41.9145855,2.870264064,0,47.8,6.6,1,4.228855721,48,96.48,81.06666667,2.432432432,139732.3131,97866.92784,6.295585413,69.6006204,2613
Census tract,Tract 801,17031080100,-87.6267897,41.9075537,3.67897938,0,50.6,8,0.25,9.664292981,139,99.21755401,80.69399558,5.099620493,133522.8838,131993.3319,5.889333927,81.5812212,6741
Census tract,Tract 802.01,17031080201,-87.6310051,41.9094976,2.753164557,0,73.2,7.2,0.62,7.892004154,28,98.78213802,81.25845737,4.587542088,97544.47029,99673.32656,1.297468354,84.9242923,3160
Census tract,Tract 802.02,17031080202,-87.6309008,41.9058588,4.132973944,0.2,156.4,23,0.37,14.36567164,58,98.60529986,85.73919107,1.861252115,91665.98425,109918.7789,10.43425814,82.47515808,3339
Census tract,Tract 803,17031080300,-87.6357986,41.90749,2.423131745,0.6,233.6,32.6,0.16,14.85305798,148,98.14679347,88.46622775,1.228116018,146562.2611,122275.0553,4.581551619,80.73238237,4911
Census tract,Tract 804,17031080400,-87.6409015,41.9074122,1.639344262,0.7999523,127.6,25.8,1.56,13.91712275,87,91.66985097,50.248376,8.194774347,43754.51984,58347.84552,15.70076195,28.10810811,4331
Census tract,Tract 810,17031081000,-87.6321089,41.9002655,5.717502815,0.2,234.6,43.2,0.44,18.61322842,153,95.85492228,67.03748857,1.630916504,68564.65849,58180.25245,17.56616886,63.22109433,8204
Census tract,Tract 811,17031081100,-87.6291049,41.9002207,2.166666667,0.25,205.8,33,0.19,27.24692526,82,95.8056118,79.86693665,3.717105263,82316.83666,85860.68759,16.92857143,69.55040872,4200
Census tract,Tract 812.01,17031081201,-87.626212,41.8991538,1.910422416,0.25,319.6,37.2,0.3,17.52822341,228,100,85.32707845,2.966540186,100012.7556,136051.6299,6.938964957,78.49829352,4711
Census tract,Tract 812.02,17031081202,-87.6242374,41.9043769,1.878415301,0.2,66.4,7.4,0,17.89473684,300,99.23547401,79.28134557,3.1875,144267.9332,142980.2244,4.610655738,89.83726337,2928
